公司名称,其他非流动资产,年份,table_dir,pdf_path,html_path
中孚信息股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-09__中孚信息股份有限公司__300659__中孚信息__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-09__中孚信息股份有限公司__300659__中孚信息__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-09__中孚信息股份有限公司__300659__中孚信息__2019年__年度报告.html
青岛海容商用冷链股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-03-10__青岛海容商用冷链股份有限公司__603187__海容冷链__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-03-10__青岛海容商用冷链股份有限公司__603187__海容冷链__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-03-10__青岛海容商用冷链股份有限公司__603187__海容冷链__2019年__年度报告.html
德马科技集团股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-04-18__德马科技集团股份有限公司__688360__德马科技__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-04-18__德马科技集团股份有限公司__688360__德马科技__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-04-18__德马科技集团股份有限公司__688360__德马科技__2021年__年度报告.html
广东原尚物流股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-16__广东原尚物流股份有限公司__603813__原尚股份__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-16__广东原尚物流股份有限公司__603813__原尚股份__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-16__广东原尚物流股份有限公司__603813__原尚股份__2019年__年度报告.html
返利网数字科技股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-03-28__返利网数字科技股份有限公司__600228__返利科技__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-03-28__返利网数字科技股份有限公司__600228__返利科技__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-03-28__返利网数字科技股份有限公司__600228__返利科技__2019年__年度报告.html
苏州苏试试验集团股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-03-17__苏州苏试试验集团股份有限公司__300416__苏试试验__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-03-17__苏州苏试试验集团股份有限公司__300416__苏试试验__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-03-17__苏州苏试试验集团股份有限公司__300416__苏试试验__2020年__年度报告.html
创业黑马科技集团股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-03-17__创业黑马科技集团股份有限公司__300688__创业黑马__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-03-17__创业黑马科技集团股份有限公司__300688__创业黑马__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-03-17__创业黑马科技集团股份有限公司__300688__创业黑马__2021年__年度报告.html
国民技术股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-24__国民技术股份有限公司__300077__国民技术__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-24__国民技术股份有限公司__300077__国民技术__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-24__国民技术股份有限公司__300077__国民技术__2019年__年度报告.html
北京安博通科技股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-20__北京安博通科技股份有限公司__688168__安博通__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-20__北京安博通科技股份有限公司__688168__安博通__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-20__北京安博通科技股份有限公司__688168__安博通__2019年__年度报告.html
莲花健康产业集团股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-03-31__莲花健康产业集团股份有限公司__600186__莲花健康__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-03-31__莲花健康产业集团股份有限公司__600186__莲花健康__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-03-31__莲花健康产业集团股份有限公司__600186__莲花健康__2020年__年度报告.html
上海第一医药股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-14__上海第一医药股份有限公司__600833__第一医药__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-14__上海第一医药股份有限公司__600833__第一医药__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-14__上海第一医药股份有限公司__600833__第一医药__2019年__年度报告.html
北京城建投资发展股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-04-16__北京城建投资发展股份有限公司__600266__城建发展__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-04-16__北京城建投资发展股份有限公司__600266__城建发展__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-04-16__北京城建投资发展股份有限公司__600266__城建发展__2021年__年度报告.html
航天时代电子技术股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-03-27__航天时代电子技术股份有限公司__600879__航天电子__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-03-27__航天时代电子技术股份有限公司__600879__航天电子__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-03-27__航天时代电子技术股份有限公司__600879__航天电子__2019年__年度报告.html
东浩兰生会展集团股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-17__东浩兰生会展集团股份有限公司__600826__兰生股份__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-17__东浩兰生会展集团股份有限公司__600826__兰生股份__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-17__东浩兰生会展集团股份有限公司__600826__兰生股份__2020年__年度报告.html
北京世纪瑞尔技术股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-25__北京世纪瑞尔技术股份有限公司__300150__世纪瑞尔__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-25__北京世纪瑞尔技术股份有限公司__300150__世纪瑞尔__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-25__北京世纪瑞尔技术股份有限公司__300150__世纪瑞尔__2019年__年度报告.html
中电电机股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-25__中电电机股份有限公司__603988__中电电机__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-25__中电电机股份有限公司__603988__中电电机__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-25__中电电机股份有限公司__603988__中电电机__2019年__年度报告.html
大唐电信科技股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-04-08__大唐电信科技股份有限公司__600198__大唐电信__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-04-08__大唐电信科技股份有限公司__600198__大唐电信__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-04-08__大唐电信科技股份有限公司__600198__大唐电信__2021年__年度报告.html
掌阅科技股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-11__掌阅科技股份有限公司__603533__掌阅科技__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-11__掌阅科技股份有限公司__603533__掌阅科技__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-11__掌阅科技股份有限公司__603533__掌阅科技__2019年__年度报告.html
天地源股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-04-09__天地源股份有限公司__600665__天地源__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-04-09__天地源股份有限公司__600665__天地源__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-04-09__天地源股份有限公司__600665__天地源__2021年__年度报告.html
宁波GQY视讯股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-25__宁波GQY视讯股份有限公司__300076__GQY视讯__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-25__宁波GQY视讯股份有限公司__300076__GQY视讯__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-25__宁波GQY视讯股份有限公司__300076__GQY视讯__2019年__年度报告.html
航天时代电子技术股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-03-31__航天时代电子技术股份有限公司__600879__航天电子__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-03-31__航天时代电子技术股份有限公司__600879__航天电子__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-03-31__航天时代电子技术股份有限公司__600879__航天电子__2021年__年度报告.html
四川科新机电股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-03-27__四川科新机电股份有限公司__300092__科新机电__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-03-27__四川科新机电股份有限公司__300092__科新机电__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-03-27__四川科新机电股份有限公司__300092__科新机电__2020年__年度报告.html
北京恒华伟业科技股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-04-15__北京恒华伟业科技股份有限公司__300365__恒华科技__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-04-15__北京恒华伟业科技股份有限公司__300365__恒华科技__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-04-15__北京恒华伟业科技股份有限公司__300365__恒华科技__2021年__年度报告.html
百合花集团股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-16__百合花集团股份有限公司__603823__百合花__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-16__百合花集团股份有限公司__603823__百合花__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-16__百合花集团股份有限公司__603823__百合花__2020年__年度报告.html
四川科新机电股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-03-27__四川科新机电股份有限公司__300092__科新机电__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-03-27__四川科新机电股份有限公司__300092__科新机电__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-03-27__四川科新机电股份有限公司__300092__科新机电__2019年__年度报告.html
北京科锐国际人力资源股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-23__北京科锐国际人力资源股份有限公司__300662__科锐国际__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-23__北京科锐国际人力资源股份有限公司__300662__科锐国际__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-23__北京科锐国际人力资源股份有限公司__300662__科锐国际__2020年__年度报告.html
建发合诚工程咨询股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-25__建发合诚工程咨询股份有限公司__603909__建发合诚__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-25__建发合诚工程咨询股份有限公司__603909__建发合诚__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-25__建发合诚工程咨询股份有限公司__603909__建发合诚__2019年__年度报告.html
兰州长城电工股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-25__兰州长城电工股份有限公司__600192__长城电工__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-25__兰州长城电工股份有限公司__600192__长城电工__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-25__兰州长城电工股份有限公司__600192__长城电工__2019年__年度报告.html
山东鲁北化工股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-03-25__山东鲁北化工股份有限公司__600727__鲁北化工__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-03-25__山东鲁北化工股份有限公司__600727__鲁北化工__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-03-25__山东鲁北化工股份有限公司__600727__鲁北化工__2021年__年度报告.html
河南豫光金铅股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-16__河南豫光金铅股份有限公司__600531__豫光金铅__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-16__河南豫光金铅股份有限公司__600531__豫光金铅__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-16__河南豫光金铅股份有限公司__600531__豫光金铅__2020年__年度报告.html
四川华体照明科技股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-22__四川华体照明科技股份有限公司__603679__华体科技__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-22__四川华体照明科技股份有限公司__603679__华体科技__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-22__四川华体照明科技股份有限公司__603679__华体科技__2019年__年度报告.html
上海同济科技实业股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-03-31__上海同济科技实业股份有限公司__600846__同济科技__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-03-31__上海同济科技实业股份有限公司__600846__同济科技__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-03-31__上海同济科技实业股份有限公司__600846__同济科技__2021年__年度报告.html
海洋石油工程股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-03-24__海洋石油工程股份有限公司__600583__海油工程__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-03-24__海洋石油工程股份有限公司__600583__海油工程__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-03-24__海洋石油工程股份有限公司__600583__海油工程__2019年__年度报告.html
中海油能源发展股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-20__中海油能源发展股份有限公司__600968__海油发展__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-20__中海油能源发展股份有限公司__600968__海油发展__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-20__中海油能源发展股份有限公司__600968__海油发展__2020年__年度报告.html
上海凯宝药业股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-23__上海凯宝药业股份有限公司__300039__上海凯宝__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-23__上海凯宝药业股份有限公司__300039__上海凯宝__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-23__上海凯宝药业股份有限公司__300039__上海凯宝__2020年__年度报告.html
上海润欣科技股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-16__上海润欣科技股份有限公司__300493__润欣科技__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-16__上海润欣科技股份有限公司__300493__润欣科技__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-16__上海润欣科技股份有限公司__300493__润欣科技__2019年__年度报告.html
北京恒华伟业科技股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-24__北京恒华伟业科技股份有限公司__300365__恒华科技__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-24__北京恒华伟业科技股份有限公司__300365__恒华科技__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-24__北京恒华伟业科技股份有限公司__300365__恒华科技__2019年__年度报告.html
浙江核新同花顺网络信息股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-03-02__浙江核新同花顺网络信息股份有限公司__300033__同花顺__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-03-02__浙江核新同花顺网络信息股份有限公司__300033__同花顺__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-03-02__浙江核新同花顺网络信息股份有限公司__300033__同花顺__2020年__年度报告.html
北京安达维尔科技股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-24__北京安达维尔科技股份有限公司__300719__安达维尔__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-24__北京安达维尔科技股份有限公司__300719__安达维尔__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-24__北京安达维尔科技股份有限公司__300719__安达维尔__2019年__年度报告.html
广东乐心医疗电子股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-25__广东乐心医疗电子股份有限公司__300562__乐心医疗__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-25__广东乐心医疗电子股份有限公司__300562__乐心医疗__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-25__广东乐心医疗电子股份有限公司__300562__乐心医疗__2019年__年度报告.html
广州安必平医药科技股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-14__广州安必平医药科技股份有限公司__688393__安必平__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-14__广州安必平医药科技股份有限公司__688393__安必平__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-14__广州安必平医药科技股份有限公司__688393__安必平__2020年__年度报告.html
广州广哈通信股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-10__广州广哈通信股份有限公司__300711__广哈通信__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-10__广州广哈通信股份有限公司__300711__广哈通信__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-10__广州广哈通信股份有限公司__300711__广哈通信__2019年__年度报告.html
南通海星电子股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-22__南通海星电子股份有限公司__603115__海星股份__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-22__南通海星电子股份有限公司__603115__海星股份__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-22__南通海星电子股份有限公司__603115__海星股份__2019年__年度报告.html
南宁百货大楼股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-10__南宁百货大楼股份有限公司__600712__南宁百货__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-10__南宁百货大楼股份有限公司__600712__南宁百货__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-10__南宁百货大楼股份有限公司__600712__南宁百货__2020年__年度报告.html
吉林吉大通信设计院股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-23__吉林吉大通信设计院股份有限公司__300597__吉大通信__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-23__吉林吉大通信设计院股份有限公司__300597__吉大通信__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-23__吉林吉大通信设计院股份有限公司__300597__吉大通信__2020年__年度报告.html
浙江我武生物科技股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-03-28__浙江我武生物科技股份有限公司__300357__我武生物__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-03-28__浙江我武生物科技股份有限公司__300357__我武生物__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-03-28__浙江我武生物科技股份有限公司__300357__我武生物__2019年__年度报告.html
苏州科达科技股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-23__苏州科达科技股份有限公司__603660__苏州科达__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-23__苏州科达科技股份有限公司__603660__苏州科达__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-23__苏州科达科技股份有限公司__603660__苏州科达__2019年__年度报告.html
大商股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-21__大商股份有限公司__600694__大商股份__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-21__大商股份有限公司__600694__大商股份__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-21__大商股份有限公司__600694__大商股份__2019年__年度报告.html
三川智慧科技股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-03-29__三川智慧科技股份有限公司__300066__三川智慧__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-03-29__三川智慧科技股份有限公司__300066__三川智慧__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-03-29__三川智慧科技股份有限公司__300066__三川智慧__2021年__年度报告.html
云赛智联股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-03-29__云赛智联股份有限公司__600602__云赛智联__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-03-29__云赛智联股份有限公司__600602__云赛智联__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-03-29__云赛智联股份有限公司__600602__云赛智联__2021年__年度报告.html
北京城建投资发展股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-10__北京城建投资发展股份有限公司__600266__城建发展__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-10__北京城建投资发展股份有限公司__600266__城建发展__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-10__北京城建投资发展股份有限公司__600266__城建发展__2020年__年度报告.html
苏州科达科技股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-04-16__苏州科达科技股份有限公司__603660__苏州科达__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-04-16__苏州科达科技股份有限公司__603660__苏州科达__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-04-16__苏州科达科技股份有限公司__603660__苏州科达__2021年__年度报告.html
扬州亚星客车股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-16__扬州亚星客车股份有限公司__600213__亚星客车__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-16__扬州亚星客车股份有限公司__600213__亚星客车__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-16__扬州亚星客车股份有限公司__600213__亚星客车__2020年__年度报告.html
常州星宇车灯股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-18__常州星宇车灯股份有限公司__601799__星宇股份__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-18__常州星宇车灯股份有限公司__601799__星宇股份__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-18__常州星宇车灯股份有限公司__601799__星宇股份__2019年__年度报告.html
上纬新材料科技股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-04-01__上纬新材料科技股份有限公司__688585__上纬新材__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-04-01__上纬新材料科技股份有限公司__688585__上纬新材__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-04-01__上纬新材料科技股份有限公司__688585__上纬新材__2021年__年度报告.html
大理药业股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-23__大理药业股份有限公司__603963__大理药业__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-23__大理药业股份有限公司__603963__大理药业__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-23__大理药业股份有限公司__603963__大理药业__2019年__年度报告.html
苏州电器科学研究院股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-03-31__苏州电器科学研究院股份有限公司__300215__电科院__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-03-31__苏州电器科学研究院股份有限公司__300215__电科院__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-03-31__苏州电器科学研究院股份有限公司__300215__电科院__2019年__年度报告.html
创业慧康科技股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-03-26__创业慧康科技股份有限公司__300451__创业慧康__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-03-26__创业慧康科技股份有限公司__300451__创业慧康__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-03-26__创业慧康科技股份有限公司__300451__创业慧康__2019年__年度报告.html
德马科技集团股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-03-26__德马科技集团股份有限公司__688360__德马科技__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-03-26__德马科技集团股份有限公司__688360__德马科技__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-03-26__德马科技集团股份有限公司__688360__德马科技__2020年__年度报告.html
北京致远互联软件股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-21__北京致远互联软件股份有限公司__688369__致远互联__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-21__北京致远互联软件股份有限公司__688369__致远互联__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-21__北京致远互联软件股份有限公司__688369__致远互联__2020年__年度报告.html
中公高科养护科技股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-03-31__中公高科养护科技股份有限公司__603860__中公高科__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-03-31__中公高科养护科技股份有限公司__603860__中公高科__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-03-31__中公高科养护科技股份有限公司__603860__中公高科__2019年__年度报告.html
